,Description,magnitude,score
2569,"Found the cat and been taking care of it for a couple of months.As i am going back to my home country, i am looking for a home for Nelly.For any more information whatsapp please.",0.5,0.1
2570,"We saved Gomichan from dumpster when he's about 5 days old.He is currently very healthy and active.He can eat from the bowl itself, and use litter box for urine.He is clever and loves to be around human.He is very curious and loves to explore everything around him.He likes to jump and run too.Sometimes, he enjoys hide and seek with his owner.I have to give him away as my housemate doesn't like cat and cat fur.If you are cat lover with a big heart for cat, please contact me.",5.8,0.4
2571,One month old kitten wants a forever home.,0.0,0.0
2572,"Regretfully letting this little one go.Was given by a family member as a gift.I cannot take care of this little kitty as I believe a house with a few family members would suit her better (I live in apt).She is highly energetic, inquisitive, intelligent and requires a LOT of attention.She is a Bengal kitten.Too young to be spayed.Bengals are high maintenance cats, please consider your financial situation and time availability (they pretty much need 24/7 tender loving care) before enquiring.Not suitable for 1st time owner.Bonus point: she knows how to fetch (When she feels like it).Fee of rm for adoption is to deter non serious adopters.I will only let her go to a person with cat rearing experience.Comes with 1 month supply of litter sand, covered litter box and her favourite toys.Pick up only.WhatsApp for enquiries.",4.7,0.0
2573,"This lucky pup was rescued just in the nick of time before being washed away in the monsoon drain, thanks to her loud barks that alerted the passer-by.This cute and playful girl will blend well with both humans and dogs.Please come and find out more about her, she will make your day!",1.3,0.4
2574,"I found snow at my flat.It has minor injury which might be bit by stray dog.I'd take it to see vet and ensure it will be recover soon.It is quite calm, obedient and tame cat that I ever seen.",1.3,0.3
2575,"This dog is sadly an abandoned case.It pains my heart to see this dog sitting at the side of the road just waiting for its owner to return.The dog doesn't know the owner will not return and is always scared when people try to get close by.There are a few people feeding this dog but it is getting skinner day after day.It is near a road site so it might be killed too.The dog is very playful and also manja.I hope someone is able to adopt this dog as it pains me to see him alone there, even now as I type this",2.8,0.0
2576,"We found her by the roadside, mommy cat was nowhere to be seen.She is friendly, manja, litter trained and de-flea-ed.Smart little alec, you'll love her like we did!",1.4,0.4
2577,"Lassie is very active and naughty puppy, i found her when im on the way back home from my office.She has a long ear,she love to get attention.Lassie is fat and busy body too, always look around to see what we are doing.I hope she can find her new owner soon, because i can't keep her long.",1.3,0.4
2578,"Healthy &amp; playful puppies awaiting adoption!I found them on 30 Nov, visited vet 3 times, dewormed and 1 vaccination given!Fees charged is to compensate me for their medical expenses!Bill will be provided upon request.Interested party please contact me!",2.3,0.2
2579,"Someone just dump the puppy near our neighborhood.My neighbour and I decided to rescue her.We give her temporary basic shelter at our car porch but it's definitely not a good home for her.She is so petite and tiny and cute as you can view from the picture.I guess she is mixed, cuz she really small size.We hope to get her a loving home for she is really adorable and lovely.I hope you can give her a chance to shower her with your unconditional love.If you're interested to pay this little one a visit, pls contact Fion at .She is waiting for you.",4.4,0.0
2580,"These are 3 kittens that I have been around my neighborhood lately.However, their mother just left them and now they are alone.I already have a male cat and I would love it if someone is willing to adopt these beautiful kittens and give them a lovely home to grow in.They are friendly and very cute also loving once they get comfortable with someone.Do hit me up if you are interested , and there is no need to pay me anything.Ps, the kittens have soft white fur and sparkly blue eyes just like their mother.There are 2 males and one female.",3.3,0.3
2581,Aishi looking for someone who is willing to love her,0.6,0.6
2582,Rescued puppy from street .already vaccine n deworm .very healthy n playful .waiting for loving n caring fly .,1.8,0.4
2583,Very friendly and lovable dog.Temperament also good.Good guard dog.,2.5,0.8
2584,"For Ipoh Adoption only, and ensure you are genuine dog lover, give Bernard a forever home and not allow to abandon half way.You are required return back Bernard to us within 2 weeks if not suitable.Contact Person : (Irene Boey)",1.1,-0.2
2585,"Mishka is a very sweet, lady like pet that i've had since Tuesday.She is very quiet.This pet was found in the Mont Kiara area, and it could not move.I took it to the vet, and it may be brain trauma from a fall, or a virus.She stayed in the vet on drips for 3 days.After that, she stayed in my condominium.We tried looking for her owner, but she seems to be abandoned.I would love to keep her but unfortunately, due to many reasons, we can not give her the most care.She is slowly improving, as i am giving her medication.She is learning how to control her movements so she can move.I want to give her to PAWS, but Im afraid they would put her to sleep, and so I want to find someone who wants this darling cat before I make big decisions",5.4,0.0
2586,"Mushroom was adopted from a factory in which his mother had given birth to more than 8 puppies.Mushroom loves to play, very active and obedient.Mushroom had a valid dog license and every year he will pay a visit to the vet for vaccination and health check.",1.5,0.1
2587,The pup was used to be stray dog.He was captured but rescued from MPKJ one month ago.Currently my brother and the neighbourhood is feeding it but we do not know when MPKJ will be back again.Active is very active puppy and needs attention from human.Active has two patches of skin problem on the face at the moment but it will heal.Please give him a proper home and love.,1.4,0.1
2588,"Little Alfie is save from my office.When i rescue him were only 1-2 weeks old, now currently is 4 weeks old, still bottle feeding.He started to explore and walk around.Im looking for someone who love cats and have experience on cat to adoopt this little Alfie.",1.3,0.3
2589,"Good natured.Attention seeker when one comes around.Urgently seeking adoption, please contact SPCA Penang for futher inforamtion.If you are located outside of Penang, please contact your local animal shelters instead.We currently do not provide transportation of the animals to other states.",0.9,0.1
2590,Found on the streets.Treated for mange.They are healthy happy male puppy.Loving loves attention and makes a great companion.,2.7,0.6
2591,"All of them will be throw away by their owner, so rescue their life as what can i do..hope they can grow up healthy with new owner!!",0.7,0.7
2592,Bingo yes bingo,0.6,0.6
2593,"Penang Island - 3 adorable siblings - Hiss, Key and Fluffy are looking for their forever loving homes.They are very playful, affectionate, easy going and cute++++.If you can be their responsible owners and take very good care of them in a safe, loving and clean homes, please sms me at/whatsapp.Thank you!",3.0,0.7
2594,Got him back from wet market where the previous so call 'owner' left him there.He wander around high traffic road without supervision by his 'owner' and I worry he will got run over by car.Talked to the owner and she agreed to let me find him a forever home where he can get a better life.He is super active and charming.Lovely and strong attach with human.,2.5,0.4
2595,Pls give this little one a forever home!,0.0,0.0
2596,These puppies are rescued from a field nearby a housing area.There were delivered by a mother dog and left unattended under the sun and rain.They are grown in good health and now ready for adoption.Kindly contact for adoption details if you are interested with any one of them.They are looking for a sweet home.,1.7,0.2
2597,"she is very friendly with human but not to dog.no caging , and prefer landed house for her to run.tel jackie",0.4,0.0
2598,Still tiny and cute .Hoping to provide proper environment for the kitties as we already has enough cats here .They've been potty trained well and they learn pretty fast.,2.1,0.7
2599,the dog been abandon by his owner..currently my friend can only keep him outside the house..please contact him if you keen to adopt..,0.2,-0.2
2600,"Found loitering at section , Petaling Jaya.",0.0,0.0
2601,"Molly is a 5month old stray that has been spayed and vaccinated.In foster care now, Molly needs a permanent loving home.A bit shy, Molly is affectionate once she gets to know you.If you be a responsible owner and help Molly stay off the streets, please contact.",1.6,0.3
2602,"Rufus is a beautiful Rottweiler mix.He has been neutered and vaccinated, and while he is actually quite gentle and relaxed, he is very strong and will be a great guard dog because he looks very tough!He is free to a good home.",2.3,0.7
2603,"Thanks to all for your interest in Aslan.He has been adopted by a wonderful young man who will give him lots of love.Thanks Saidi!There are still so many cats that need homes.It is my hope that people will choose a pet with the desire to save a precious life, and not to just add a trophy to a collection.Remember, the only way to control the suffering of millions of homeless pets is to spay and neuter your pets.Please be responsible and do not contribute to the the sick, starving, injured, lonely, homeless pet population!Thanks!We found Aslan outside our house.He was very hungry and very scared.I walked the neighborhood, but couldn't find his owner.He is absolutely gorgeous and the sweetest cat I've ever known.I am an American living in Malaysia and have rescued 4 cats and one dog while living here.This is the limit I can take back to the US, so I must find a home for Aslan soon.Can someone please offer him a good home?",4.8,0.1
2604,"i found her hiding under a car, trembling and scare.she is very friendly and smart.due to objection from family members, i could not keep her as we already owned 2 dogs.i had posted on every possible websites but still no one is calling in for adoption.Please give her a second chance.",2.1,0.1
2605,"Little Zoe with cheerful character, she is a little companion dog and always prefer hug with children.Please give her a Sweet Home Zoe deserve more love.",1.5,0.7
2606,"Affectionate and loving girl.Please contact SPCA Penang for further information.If you are located outside of Penang, please contact your local animal shelters instead.We currently do not provide transportation of the animals to other states.",0.9,0.2
2607,"A good guard dog, with no lice and ticks, very loving and caring!",0.9,0.9
2608,"I found Mowgli four years ago when he was a puppy lost/left behind in a palm oil estate i used to work at.I took him in ever since, and he had a good life with a wide area to run free in my estate compound.Recently I moved back to KL and have no choice but to bring Mowgli along.Has been a few months since and Mowgli just dont seem to be adjusting to the much smaller compound.He has his daily 20 min walks in the morning but always seem restless.I am hoping there is somebody out there with the ability to care for him and have a big compound for him to run around.",1.7,0.0
2609,A stray kitten rescued at level B3 of a shop basement parking.Had an injury at his tail but all treated.He needs a forever home.A sweet boy &amp; loves to take a nap on you lap.Pls give him a chance to be soemone's pet.,1.4,0.7
2610,"Meet Iris, 3 months old female.Deflea and deworm.Iris is currently in foster care and looking for a responsible owner and loving home.If you can take good care of sweet, gentle and affectionate Iris, please contact Sally Loo at or Joyce at .Thank you!",1.8,0.3
2611,If interested please whatsapp at.. thanksðŸ˜‰,0.5,0.5
2612,"Bootsie and her 3 sisters were found living in an industrial area in pallets.She is very playful and friendly!Her adoption fee of 90 RM is prepayment for her spay surgery.When she is 6 months old, she must be taken to the vet to be spayed.At that time, you will NOT be charged.",1.4,0.1
2613,"Found him a week ago and been trying to search for his owner.No luck so far.I am searching for a loving home for him.He loves attention hence will bark when he needs one.He dislike strangers and crowded place as it stresses him him.This could be just initial stage since he is unfamiliar with the new place.If you feel you are ready to adopt a Pekingese that requires monthly grooming, please drop me a whtsapp at.No.phone calls pls.Tq",3.0,0.2
2614,One male dalmation puppy for adoption.Deaf so he will need a patient owner who is willing to train and love him just like any other dog.,0.9,0.4
2615,"For more info, please call or Facebook me at TQ~",0.0,0.0
2616,"2 active poodle, cute , playful but scare if stranger.Have skin problem but is recovering.Currently taking medication.",1.1,0.3
2617,"Sonic, male about 6 months plus is looking for a furever loving home.Sonic is a very gentle and affectionate boy, and can get along well with other kitties.Vaccinated and neutered.If you can open your heart to Sonic and be a responsible owner, I would love to hear from you, .Thank you!",2.7,0.5
2618,hello to all kind adopters.me &amp; my sister are twin puppies.we lost from our mom after few months we born.we are friendly and loyal.Please adopt us!!,1.4,0.2
2619,"Sandy's mum was taken away by the local council.She grew up with a few of her siblings by the hut.Sandy is really missing home and I hope I will be able to find a forever home for Sandy.If you wish to adopt Sandy, please give me a call at.Potential adopter must have experience with handling puppy.",1.5,0.3
2620,"Polly's wish is to have a responsible owner to take care of her and a loving home to go to.Polly is about a year old, spayed and vaccinated.She is sweet, gentle and easy going.If you can make Polly's wish come true so that she does not have to live on the streets, please contact .",1.8,0.4
2621,"I found him in cyberjaya.I believe he used to have owner before based on his characteristics.He has blue eyes, short tail &amp; hitler's moustache.Toilet train Call me if you interested",0.3,0.0
2622,"About 6/7 pups were dumped at an empty parking lot in SS2 (next to Nandos &amp; the morning market).I sadly cannot foster the puppies right now and am listing them here in hopes of finding a foster home or better yet, anyone who can adopt them permanently.I only have pics of 1 of them as the market merchants picked it up to attract adopters.It seems to look like a Rottweiler mix.From my knowledge, the market merchants feed them from time to time but they are currently homeless.If you can help, please do!!",1.7,-0.1
2623,"Found these two kittens at the back of my home.Someone left it there.Kejam.I think they need more mother's milk.I have male cat, not female.Plus my parents won't let me have more cats other than Eddy.Please help!Found on /",1.0,0.0
2624,Friendly buddy.Urgently seeking adoption.Please contact PAWS for further information.,0.9,0.3
2625,"T &amp; C applied, please read through.For free adoption.They were abandoned in a carton next to Panasonic service centre.They were only 3weeks old.4 of them, one didn't make through.I brought them back, bottle fed them.Take care their skin problems.Now, they are around 12 weeks old, they are trained, healthy and playful, they are ready to go to forever home.If u have one warm place for them, they will keep your heart warm too.Prefer all go together/ at least a pair.Must spay and vaccine.Spay deposit Rm, refundable after spay surgery.Strictly for indoors only.They are looking for forever home, only PM me if you are ready to commit for rest of their life.",4.2,0.0
2626,7 puppies born on 29.8. 5 puppies born on 9.9.7 puppies born on 8.,0.3,0.1
2627,"Ron was rescued from Brickfields when he was 6 weeks old.A very playful and adorable kitty, he enjoys chewing on fingers.Wherever he is, he comes running when his name is called.He's ready to go to a loving home.",1.8,0.4
2628,I have a cat that is highly active and dependent.I need to give up this cat because of a baby that is on the way.I have 13 cats so need to lessen them.Do contact for any inquiries.,0.9,0.2
2629,"-Mulan is rescued from my school compound she was a bit malnourished but after few weeks she is so much better.-A bit timid around new cat will take sometime to adjust This girl needs a little time to adjust around other cats (long as they are not aggressive her way, she'll take only a few days).-very active and love to play.-she is litter trained -has a hearty appetite ***PLEASE READ (Note for adopters)***: Mulan previous adopter has to let her go because he'll be working often abroad so he has no time to take care of her , she's back for adoption.*Adoption fees applied to cover spaying cost *preferably mulan to be the only cat or only have one gentle companion at home, she's nervous around other cat.â—‹ Mulan must be kept % indoors for his own safety.Apartments need to be cat-safe.â—‹ Premium food feeding only (no Whiskas, Friskies etc).Please inquire to know more, this is for any cats long term welfare.Please drop me an email or call if you feel that you may be just the right person to give this girl a loving home.Thank you!",4.3,0.3
2630,"She was rescued from the streets.She desperately needs a home because she has a dateline.If she is not adopted, she will have to be sent to SPCA as there is nobody to care for her.This little fellow has relatively big ears for someone her size.She is very affectionate and playful.She truly deserves a good home.She is very entertaining too.She can summersault and jump real high.",3.8,0.4
2631,"Female, approximately 5yrs old.The dog will be spayed before adoption.Don't call us if u intend to use the dog for breeding.We only entertain Genuine dog lovers.",1.6,0.0
2632,"My friend found a white lovely fluffy male dog in front her house, not sure is it lost or...?And he look very beautiful suspected branded dog but we not sure how young he is.Anyone interested pls call and visit asap cuz he needs a home urgently as the rescuer can't foster him for long.A very adorable and love smiling dog.Pls contact Sulilen at .Thank you.",2.3,0.2
2633,"Meet Jazelbel, a sweet one year old mix tortie.Jazelbel is very loving cat and prefers humans to other cats.Does not get along well with other cats.If you are looking to adopt a young adult cat, please give Jazelbel a chance and contact.Thank you!",2.4,0.2
2634,she is a cutie pie,0.3,0.3
2635,Playful and friendly,0.6,0.6
2636,"Meowmeow is a very active kitten, he loves to be with human and absolutely a very good cat. he has been starved and stray for quite a long time which he needs a secured home and need no to be hungry anymore in the future.please give him a home and he will return with his precious love to you",1.0,0.5
2637,"Momo is healthy, playful and lovely dog.Reason for adoption: Owner have new born premature baby and couldn't live with furry friend.Im feel so sad to give away also but no choice.Looking for sincere and caring new owner.Interested please call me at .",3.3,0.4
2638,Very friendly n loyal,0.9,0.9
2639,"Brownie, brown color, female puppy found at my taman (Puchong).About 4 weeks old.She is gentle and quiet girl.She is toilet trained to pee and poo on newspaper.She understand SIT, COME and GO INSIDE.Adopter must have time to care for a puppy.Please call/whatapps the undersigned if u can give her a good home.Pearly Tung,",2.0,0.1
2640,"This pup is living in an environment where it is unsafe for her.She lives in a pack.There are many immigrant workers there and they would always be aggresive with the dogs, sometimes even hurting them.I hope someone would adopt her as she is young and has the opportunity to live a good life, unlike all the old and matured dogs in the pack.Please help to adopt her, and be quick as neighbours have started to complain about the dogs and might even call council.",1.9,0.0
2641,Healthy and active 1 month old cat need to vaccine every year need to spay after grow up,0.5,0.5
2642,"Urgently seeking adoption.Please contact SPCA Penang for further information.If you are located outside of Penang, please contact your local animal shelters instead.We currently do not provide transportation of the animals to other states.",0.1,0.0
2643,Found in front of my shop,0.6,0.6
2644,"Found 5 bull terrier puppies abounded near the road.Their mother dead.No dogs found around, after vet visiting we determine, that obviously they are 2-3 month old.Already got injection.This puppy need a lot of attention, adopter must spend time to build up puppy character or puppy will grew up as angry dog.You must train this puppies, and do exercises.Good security guard, good with other dogs, not good with children's as they are like to bite.Rescuer will come to check how is puppy, after adoption and might took him back if puppy seems not well.Adoption fee will be given back then Please email me your detail first.1) Dog experience 2) Location?3) Do you have children's?4) Other dogs?5) Why you want to adopt them?6) Are you malaysian or foreign?7) Dogs have to be Spayed/Neutered, at 6 month old.I will do agreement with you if you are agreed.",3.7,0.0
2645,"Ash, a home bred cat Appearance - has a mixed fur colour of grey, white and black.Ash has large expressive eyes like her mother cat.Personality - a smart, curious and adventurous cat.Not demanding but is sweet and expressive.Please contact me on",2.4,0.4
2646,Playful and friendly,0.6,0.6
2647,"Very rare wired hair Jack Russel Terrier/ with MKA certificate.cute and obedient.i rescued him few months ago.Thought he can mix well with my another JRT but ends up both always fights ...I really not capable to handle 2 JRTs, that's why willing to give up one.The adopter must promise to spend much time with him and take good care of him.",3.3,0.0
2648,"She was found wandering here, in University Malaysia Pahang.She didn't bite or chase people.She's such a kind dog but scared of crowd.I'm not so sure actually whether Nicole is a female or vice versa.",0.4,0.0
2649,"The 3 lil kittens are orphans who were left abandoned near my condomium for more than 12 hours and it was gonna pour down heavy so we took them in.They are less than 5days old when we took them but now their around 2 weeks old can see and have become quite playful and lovable.I did some research and did all i can to nurture them but my wife and everyone else at home are seriously allergic to these awesome creatures so I wish to find an cat loving human who can adopt these lil ninjas and give them a right home and growing up.I haven't been to a vet or anything yet.They drink lactose free goat milk or any other kitten milk replacer.Strictly no cow milk as it causes diarrhea.They respond to the names gojira, Bruce and cuddles so you could continue training them with those names.",3.0,0.1
2650,Rescued 3 DSH - 1 momma Cat (spayed) &amp; 2 kittens.All in a gorgeous grey colour.Absolutely adore them as they have grown used to me.However am unable to keep them as i already have 2 of my own.Will give preference to adopter who can take all 3 as it would be sad to separate them.Deposit of 50 required due to high level of insincere adopters.Kindly whatsapp me ONLY if you're keen.DO NOT CALL or TEXT me.Thanks!,3.9,0.2
2651,"Playful kitten who loves snuggles and attention from human.As this kitten already gotten used to in-door environment and lack the abilities to defend itself from the danger of outside world, here's to advise any interested adopter will be able to provide the kitten an in-door environment.**Thanks for reading.",1.4,0.4
2652,She is a kitten with very sweet temperament.Dewormed and vaccinated once.,0.8,0.4
2653,"She's an extremely loveable little kitten.Playful, friendly and sweet.",0.9,0.9
2654,"5 nursing kittens were abandoned at a fruit stall.They were bottle feed, but one didn't make through, 4 survived.A weeks later, one more abandoned kitten from we market.So they joined together, 5 of them.Now 5 of them are ready to rehome.(Not for single adoption, at least adopt in a pair - choose among fruit stall kittens) If u are ready for your next 15 years, be responsible till end of their life.Agree for regular home visit, no cage long hour cage, feed premium cat food, agree to send them for annual vaccine and spay them at appropriate age, call me at my hp no.",2.0,-0.2
2655,contact me if u want adopt the little cat and the mother cat!!urgret to get them a home!thanks alot,1.0,0.3
2656,Urgent adoption !,0.0,0.0
2657,"Please contact us to adopt this pet, or visit our PAWS shelter to meet our animals!",0.1,0.1
2658,Found lost pittbull mixed (Female) on 19 July - Open for adoption -Very friendly -approximately 3-4 years old -spayed -good guard dog,0.8,0.8
2659,"Jojo (Crocker Spaniel) is a lovely pet that I have met.He is belongs to my cousin sister, since she is always need outstation for her job, so she decided to give JoJo to dog lover as F.O.C.ONLY Serious and Dog Lover!Jojo likes to bath and he will bite his towel automatic when he wants to bath.Very clever and know how to &quot;ambil hati&quot;, he always bite slipper and newspaper to his owner.JoJo is really lovely but since he is at old age, he cant exercise much... he is suit for old people.If you are the one who interested to adopt him, please contact me at (Nicole).",3.9,0.5
2660,"Er Pa is approximately 2 yrs old.His owner could not take care of him because they have children who has allergies to dogs...He doesn't like other male dog, he is ok with female.If ur interested, he need to be neutered b4 adoption.If u intend for breeding don't call or email me.This is for serious dog lover only.",0.7,-0.1
2661,"I suspect Spunky is a Maine coon mix breed..Very regal, doesn't bite, playful.Should be kept indoors at first, to adapt, but is used to playing in the yard as well, so can be an outdoor cat.He has a lovely personality &amp; was a rescued stray, that has been given all the injections &amp; care possible.Sadly with my health, I can no longer care for him &amp; need to find him a very good home.I have a home in Perlis &amp; Penang, &amp; go between the two.So I can meet anyone interested in either place.Needs a loving owner who can feed him cat biscuit and be a companion too",3.3,0.4
2662,"Rescued him last week Orphaned kitten Very active, playful Litter box trained now Feed on RC Kittens Will give you the remaining RC Kittens that i bought for him Need to rehome him because I am just a rescuer, I have 4 cats on my own",0.6,0.6
2663,"Vivi is a cute and loving dog that snores while she sleeps.Like all st Bernards, they love to play, drool and look innocent.She has some minor skin problem due to the hot climate in malaysia.This is my boyfriend's dog and he has no choice to give it away because his neighbour does not like dogs and have been complaining and forcing my boyfriend to get rid of the dog.They even called DBKL a few times to come check on the dog.Need to get someone really interested and loves dogs to adopt her if not we have no choice but to send her to spca, which most likely will result in putting her to sleep due to her age and size.",3.6,0.3
2664,Ricco lost his mum when he was just a baby.He survives on scraps and offers from neighbours around the area.As usual not all are friendly and he started to get kicked and beaten.He left the neighbourhood but we managed to find him.Ricco can't return to the place where he grew up.Too many dog haters.Ricco is a lovely boy and he will be very greatful if you could give him a loving home till...till he cross the Rainbow Bridge.Give Ricco a second chance if you have the love in your heart for him.Ricco is still waiting for a home,4.6,0.2
2665,"Rescued from a lovely guy, and they are now live happily with their adopters.",0.8,0.8
2666,soft is a very cute lil kitten...healthy... seeking for adoption...,0.8,0.8
2667,"This is Cato, he has been adopted by a girl lived in Ayer Itam, Penang..Be a good boy ya...",0.5,0.2
2668,"Hi , Husky the Charming Prince with a creamy classy coat, have 6 brothers and sisters so my family adopted 2!My friend got the rest home.Husky and Jerry (another profile!) had a new family as they stayed with us.Husky is the HANDSOME brother,strong and jovial with superior patience and tolerance with Jerry!Husky is intelligent, BEAUTIFUL,loves to hide in the cage whenever he did something wrong,enjoys his food dearly, loves to take care of his Home by guarding and sleeping near the front gate!Makes funny,cute sounds when he wants to have fun with you!Calls you sometimes to say &quot;Hi, How are you?You doing good?&quot;!He does this nicely without disturbing others too.Husky loves playing with his brother and will tolerate any barking from Jerry and only fights back after holding back for a very long time.You should have seen how he looked like when he &quot;tolerates&quot;.By the way when he fights, he sure wins as he is the Bigger(14.5kg) sized one!But this loving brother always let Jerry the junior wins!!I am sure you will love his lovey-dovey gaze and enthusiasm to play and love you!Always charming , always caring and FUN!Only for adoption due to unforseen circumstances in my family.You will Love him!!Cheers.",10.3,0.5
2669,"Momo was found wondering in the middle of the road.I put her at the side, waiting for her mother, after 4 hours, no mom cars around , so I took her home.But I'm a student, I can't keep her, hope some cat lover will adopt her , and give her a home.Momo is very healthy ,strong and active, but not noisy, she is very playful, she was fed some glucose water just now, No signs of infection or disability found, We are in taman Connaught cheras, kl Really hope someone can adopt her and provide her a home with caring and love.Can contact me by miss lee.",1.6,0.3
2670,"This puppies is a femala puppies, she is born by a stray dog, her mother deliver 5 puppies and her, she is growing bigger, her mom starting not going to feed her soon, Im helping to find her a home.She is very active and cute.The most special thing is she have a love shape on her upper stomach area~ So I name her as lovebi.She need love so much, please help her give her a love home.I believe she will give so much love like her love shape for her home =)",3.5,0.6
2671,"I am only a volunteer from Second Chance dog shelter (formerly known as Pawsmission) and I help photograph these dogs.However, my first impression of Pizza is she is playful and absolutely sweet and cute.If you're interested to know more about Pizza, please contact Mrs Lai at",0.7,0.3
2672,"Healthy 2 month old puppy born on the eve of Chinese New Year this year (18/2/).We call him Dewa because of the spot on his 'third eye'.He has soft brown fur, with a black nose and a cute white spot at the end of his tail.The fur near his paws are white, as though he is wearing socks.He has a gentle temperament and soulful eyes.His hair is fluffier and longer than his sister, Lucky, also 2 months' old.",1.4,0.2
2673,"Please contact us to adopt this pet, or visit our PAWS shelter to check out this and other adorable pets",0.5,0.5
2674,"Dear awesome pet lovers, All kittens found home sweet home.",0.9,0.9
2675,"She is very sweet, friendly and easy going.Loves to play.",1.8,0.9
2676,"Brownie was rescued by my friend from getting run over by vehicles on a main road.He had a rough start, with breathing difficulties that had him hospitalized for about a week and also malnourished.He didn't have energy to be the typical hyper kitten when he was first rescued.Now, he's full of energy and waiting for his forever home!Are you the one to be his forever family?Conditions for Brownie's adoption: 1.To be kept indoors-only so that he won't encounter the same situation as he was in when he was first rescued.Also, it prevents him from getting into altercations with other animals or open to abuse by humans.2.To be neutered when he is of age.This is MANDATORY so that he doesn't add to the stray overpopulation.A RM neuter deposit will be collected from adopter, refundable upon proof of receipt of his neutering from your vet of choice.[Note: I have put in place this condition for all the kittens I have previously rescued and rehomed, and I am very thankful to note that their new guardians have all complied and refunds have been made to them as per the condition] 3.I will get his vaccination done but kittens need 3 initial doses.Depending on when he finds his forever home, if he has not completed the 3 doses, the adopter is to bring him for his subsequent dose(s) to complete it.4.To be willing to provide regular updates on his progress until he is neutered.[Note: Regular being once every few weeks; not daily or weekly unless the adopter wishes to do so] Brownie is currently being boarded at my vet in Puchong.I will send him to his new home within KL/Selangor.I cannot stress enough the importance of neutering and spaying of pets to prevent unwanted litters and ultimately, controlling the stray population.As such, only potential adopters who believe in spaying/neutering their pets OR those who are willing to learn about spaying/neutering will be considered.Serious adopters only.Kindly contact me via email, SMS or whatsapp if you are interested.I will contact you as soon as I can.Thank you!*Adopt, never shop.Save a life today*",6.6,0.0
2677,Cutees pls call elderly aunty mary for adoption.there will b an adoption fee as elderly aunty mary believes that pup given free may not be appreciated.,0.1,-0.1
2678,Not so sure he is yorkshire terrier?or a silky terrier... he is cute...but his right bottom mouth got no teeth...quite dirty n very fierce...*update * jz bath him...found he might have skin disease coz hv dandruff under his hair &amp; also found there's some kind like tumour at right side beside his tail part...eyes infection also...He might b an elderly dog,1.1,-0.2
2679,He have.blue eye and suitable for children,0.2,0.2
2680,I found puteh infront of old shop.her other sibling died before i adopted puteh.,0.0,0.0
2681,"4 beautiful unique kittens for adoption.This healthy playful kiddos will make the perfect snuggle buddies at the end of the day ...They are yet to be vaccinated and dewormed.1st picture (from left) is Fify, Luwee &amp; Patchy - Female 2nd picture (in the middle) is Orange - Male Theses kitty cats are all absolutely special with such unique markings Terms &amp; Conditions of Adoption 1.Cats will be spayed/neuter once reaching full maturity 2.Cats can be kept indoors or outdoors however owner must ensure safety of the cats if given the choice of free roaming. 3.Cats must be given proper food, care, shelther and medical attention when needed.Please whatsapp Aina if keen to view for adoption",4.2,0.3
2682,"Our sweet little Pepper, a beautiful mixed breed rescue puppy is looking for her forever home!She is very young at only approx. 6 weeks.She is a long haired beauty!Although shy at first she is very friendly and playful.She does require her first vaccinations soon and we urge the adopter to spay her at approx. 6 months.Please contact me for any information, this puppy deserves a loving home!",4.3,0.6
2683,Found her on the streets alone.Very friendly and tame.Not very sure about the breed.Currently staying at my place.But I am unable to provide long term shelter for her. :(Interested parties kindly contact me.,2.6,0.3
2684,"She is a Lucky girl, when her eyes is still not open...we find her!!i feed her everyday like take care my own daughter..lol..now, she is 1++ month already!!she is a playful girl.And now, she need a new family !!Thank you!!",2.1,0.1
2685,"Messi was adopted in April at the age of 3 months.Former owner was owner's cousin.April , adopted Shakira from Sarawak Society for the Prevetion of Cruelth to Animals (SSPCA).She's 1 year old at the time of adoption.",0.6,0.1
2686,calm,0.4,0.4
2687,"Hi folks, rescued this lone ranger on the streets of Klang Jaya.She is not less than 2 months old.Have dewormed her and will be vaccinated in few days time.According to the vet, she is a mix breed with Miniature Pinscher and she will only grow up to about KG (Max).Very calm pup.Easy to train if given full attention.Ideal for family and kids as she will not grow big.Please kindly whatsapp me should you be interested or would like to inquire about this lovely pup.Thank You.",3.5,0.3
2688,Just For ipoh genuine pet lover adopter : Kindly Contact Gigi Liew + or Queenie +,0.8,0.8
2689,Mika is a healthy mild mannered male Chi with a good apetite.He loves going for evening walks and never fights with other dogs.He is looking for a new loving home as his present expat owners are leaving Malaysia.,1.9,0.6
2690,please take me home...,0.1,-0.1
2691,"I m helping this dog to get a new home.Owner cannot take care of the dog due to work commitments.Anythg u may contact the owner ,i ll pass the number if serious.Loc klang parklands.Breeders stay away!dog is still available.whoever wanted to take never came.please email me at",2.0,-0.2
2692,Playful kitten need a forever home,0.1,0.1
2693,call PAWS @ for more details.,0.0,0.0
2694,"NK is a dominant, smart, playful yet stuborn and defensive dog.I adopted him 2 years ago.Looking for a dog lover.",1.0,0.3
2695,"Muachi,Kimchi and Hachi need a forever home.They are healthy and friendly puppies.Please contact(Ms Chan-Puchong) if you can give them a forever home.Thanks.",1.2,0.3
2696,"Power is a strong pure breed of golden retriever, looking for a temporary home for about one year only .Trained to pee and poo on grass only.Prefer a landed house.Fosterer must allow visit by owner ya :)",1.7,0.2
